,team,season,offensive_points_per_drive,defensive_points_per_drive,total_offense_points,team_rush_yards,team_total_yards,team_passing_yards,league_avg_offensive_points_per_drive,league_avg_defensive_points_per_drive,team_offense_points,oline,team_points_for_skill_positions,rb,qb,wrte,M,dst,team_receiving_yards
11,atl,2013,1.85,2.38,353,1247,5490,4243,1.81375,1.81,101.9986216402481,46.36300983647641,55.635611803771695,7.513943652954624,12.511633719212439,35.61003443160463,1.3149171270718232,72.27935373044245,4243
33,buf,2013,1.48,1.68,339,2307,5410,3103,1.81375,1.81,81.59889731219849,37.09040786918113,44.50848944301736,11.285326838142094,8.63802227726757,24.5851403276077,0.9281767955801105,107.46020784004209,3103
44,car,2013,1.99,1.33,366,2026,5069,3043,1.81375,1.81,109.71743625086148,49.871561932209765,59.84587431865172,14.222381460872096,11.862108143022702,33.76138471475692,0.7348066298342542,131.30478129024218,3043
55,chi,2013,2.16,2.36,445,1828,6109,4281,1.81375,1.81,119.09028256374914,54.13194661988597,64.95833594386318,11.557447090992914,13.884231101746268,39.516657751123994,1.3038674033149171,73.15408746137278,4281
66,cin,2013,1.91,1.39,430,1755,5891,4136,1.81375,1.81,105.3066850447967,47.86667502036213,57.440010024434564,10.174745658945705,12.288968735027105,34.976295630461756,0.7679558011049723,126.71012361381615,4136
77,cle,2013,1.4,1.85,308,1383,5423,4040,1.81375,1.81,77.1881461061337,35.0855209573335,42.1026251488002,6.38429149507052,9.286766749969717,26.43156690375996,1.022099447513812,97.81394654322833,4040
143,clt,2013,1.97,1.72,391,1743,5468,3725,1.81375,1.81,108.61474844934529,49.37034020424785,59.24440824509743,11.22889973391381,12.484032212907744,35.531476298275884,0.9502762430939226,105.1024669150713,3725
0,crd,2013,1.71,1.53,379,1540,5542,4002,1.81375,1.81,94.27980702963474,42.854457740743065,51.425349288891674,8.496741511541593,11.161438022111021,31.76716975523906,0.8453038674033149,116.88513342721988,4002
88,dal,2013,2.18,2.25,439,1504,5458,3954,1.81375,1.81,120.19297036526535,54.633168347847885,65.55980201741747,10.741696934588004,14.252707321535661,40.5653977612938,1.2430939226519337,78.06752608962553,3954
99,den,2013,2.83,1.83,606,1873,7317,5444,1.81375,1.81,156.0303239145417,70.92287450660986,85.10744940793184,12.9536826874965,18.75997934731319,53.39378737312215,1.011049723756906,98.90106572472301,5444
110,det,2013,1.86,1.75,395,1792,6274,4482,1.81375,1.81,102.5499655410062,46.61362070045736,55.93634484054884,9.499670277997561,12.073535386263334,34.36313917628795,0.9668508287292817,103.3717442778216,4482
121,gnb,2013,2.15,2.19,417,2136,6404,4268,1.81375,1.81,118.53893866299104,53.88133575590502,64.65760290708602,12.8230247810059,13.476990312780831,38.35758781329929,1.2099447513812154,80.82696334418125,4268
132,htx,2013,1.29,1.91,276,1743,5556,3813,1.81375,1.81,71.12336319779463,32.328801453543015,38.79456174425162,7.2364731804188915,8.20510302659651,23.35298553723622,1.0552486187845302,94.61976801365307,3813
154,jax,2013,1.18,2.14,247,1260,4701,3441,1.81375,1.81,65.05858028945555,29.572081949752523,35.486498339703026,5.65541393709543,7.756081944677975,22.07500245792962,1.1823204419889504,83.1736975267207,3441
165,kan,2013,1.79,1.49,430,2056,5396,3340,1.81375,1.81,98.69055823569951,44.859344652590686,53.83121358310883,12.19568776065944,10.82523671383684,30.810289108612547,0.8232044198895028,119.57803403908191,3340
209,mia,2013,1.56,1.64,317,1440,5007,3567,1.81375,1.81,86.00964851826326,39.095294781028755,46.91435373723451,8.02253454026843,10.11187299121118,28.779946205754896,0.9060773480662982,109.87905942595337,3567
220,min,2013,1.87,2.22,391,2081,5508,3427,1.81375,1.81,103.1013094417643,46.86423156443832,56.23707787732598,12.63344667893255,11.336944111582293,32.26668708681114,1.2265193370165746,79.43979891493703,3427
242,nor,2013,2.29,1.6,414,1473,6391,4918,1.81375,1.81,126.25775327360441,57.38988785163836,68.86786542196604,9.437816045639483,15.451812837844907,43.97823653848166,0.8839779005524863,112.36360497237567,4918
231,nwe,2013,2.1,1.62,444,2065,6152,4087,1.81375,1.81,115.78221915920055,52.62828143600025,63.1539377232003,12.604485426690461,13.14285759709256,37.40659469941728,0.8950276243093923,111.1128163153946,4087
253,nyg,2013,1.33,1.59,294,1332,4920,3588,1.81375,1.81,73.32873880082701,33.331244909466825,39.997493891360186,6.438620967877493,8.7253069601055,24.833565963377193,0.8784530386740331,112.99558706000906,3588
264,nyj,2013,1.4,1.79,290,2158,5090,2932,1.81375,1.81,77.1881461061337,35.0855209573335,42.1026251488002,10.613626249479308,8.187139713823433,23.30185918549746,0.988950276243094,101.1111454057224,2932
330,oti,2013,1.85,1.83,362,1894,5390,3496,1.81375,1.81,101.9986216402481,46.36300983647641,55.635611803771695,11.624252482773699,11.44295342345948,32.56840589753852,1.011049723756906,98.90106572472301,3496
275,phi,2013,2.12,1.73,442,2566,6676,4110,1.81375,1.81,116.88490696071675,53.129503163962156,63.75540379675459,14.57062837082567,12.78804161074152,36.396733815187396,0.9558011049723757,104.52208347970493,4110
286,pit,2013,1.85,1.88,379,1383,5400,4017,1.81375,1.81,101.9986216402481,46.36300983647641,55.635611803771695,8.472317941649438,12.262456404151788,34.900837457970475,1.0386740331491713,96.20459621488186,4017
176,rai,2013,1.52,2.17,322,2000,5340,3340,1.81375,1.81,83.80427291523088,38.092851325104945,45.71142159012594,10.179686962068738,9.238251003294872,26.293483624762327,1.1988950276243093,81.7603177432085,3340
198,ram,2013,1.64,1.78,348,1752,4877,3125,1.81375,1.81,90.42039972432805,41.10018169287638,49.32021803145167,10.534824154216832,10.084202408081058,28.70119146915378,0.9834254143646408,101.67142591098144,3125
22,rav,2013,1.43,1.57,320,1328,4918,3590,1.81375,1.81,78.842177808408,35.83735354927636,43.00482425913164,6.904745642344119,9.386020440364756,26.714058176422764,0.8674033149171271,114.27314635605445,3590
187,sdg,2013,2.33,1.98,396,1965,6293,4328,1.81375,1.81,128.4631288766368,58.39233130756218,70.07079756907461,13.009566953032737,14.835919960170887,42.225310655870985,1.0939226519337015,91.01093811038564,4328
308,sea,2013,2.12,1.17,417,2188,5424,3236,1.81375,1.81,116.88490696071675,53.129503163962156,63.75540379675459,15.29204594774266,12.600473040743104,35.86288480826883,0.6464088397790054,145.02998536147712,3236
297,sfo,2013,1.96,1.41,406,2201,5180,2979,1.81375,1.81,108.06340454858719,49.1197293402669,58.943675208320286,14.891843060300976,11.45347635848502,32.59835578953429,0.7790055248618784,125.23412092002665,2979
319,tam,2013,1.41,1.99,288,1612,4432,2820,1.81375,1.81,77.7394900068918,35.33613182131445,42.403358185577346,9.170362320063635,8.640578925033566,24.59241694048015,1.0994475138121547,90.50501124406564,2820
341,was,2013,1.51,2.15,334,2164,5915,3751,1.81375,1.81,83.25292901447278,37.84224046112399,45.41068855334879,9.878284986168145,9.238424927466967,26.293978639713675,1.1878453038674033,82.7007580624438,3751
12,atl,2014,2.06,2.25,381,1498,6051,4553,1.835625,1.8328125,112.22335716717738,51.010616894171534,61.21274027300585,9.010469872914376,13.572590304023784,38.62968009606769,1.227621483375959,79.34809249786872,4553
34,buf,2014,1.58,1.37,343,1482,5096,3614,1.835625,1.8328125,86.07422540006809,39.124647909121855,46.94957749094623,8.118418391291584,10.09610136591021,28.73505773374444,0.7474850809889174,129.5167131038388,3614
45,car,2014,1.79,1.89,339,2036,5547,3511,1.835625,1.8328125,97.51447054817841,44.324759340081094,53.189711208097314,11.608288602230058,10.811169877525488,30.770252728341774,1.0312020460358056,96.9270008728129,3511
56,chi,2014,1.68,2.38,319,1441,5233,3792,1.835625,1.8328125,91.52196118488253,41.600891447673874,49.921069737208654,8.173688560688092,10.854319105895346,30.893062070625216,1.298550724637681,73.57692805383024,3792
67,cin,2014,1.84,1.72,365,2147,5568,3421,1.835625,1.8328125,100.23833844058562,45.5628811093571,54.67545733122852,12.535630978095138,10.95635485181468,31.183471501318706,0.9384484228473998,106.35701199716492,3421
78,cle,2014,1.44,1.68,299,1728,5193,3465,1.835625,1.8328125,78.44739530132789,35.65790695514904,42.78948834617885,8.46610139932828,8.924080606181148,25.39930634066942,0.9166240409207161,108.71678902539277,3465
144,clt,2014,2.18,1.67,458,1612,6506,4894,1.835625,1.8328125,118.76064010895473,53.98210914043397,64.77853096852076,9.5433978708536,14.361134605393461,40.8739984922737,0.9111679454390451,109.31622847655073,4894
1,crd,2014,1.52,1.55,310,1308,5116,3808,1.835625,1.8328125,82.80558392917943,37.63890178599065,45.16668214318879,6.8661984941381595,9.958125748753163,28.342357900297465,0.8456947996589941,116.83824388801804,3808
89,dal,2014,2.49,1.83,467,2354,6138,3784,1.835625,1.8328125,135.64862104187947,61.65846410994521,73.99015693193425,16.872307412358158,14.850640875089786,42.26720864448631,0.9984654731457802,100.15357060500607,3784
100,den,2014,2.31,1.72,482,1785,6446,4661,1.835625,1.8328125,125.84269662921348,57.20122574055158,68.6414708886619,11.302004015889816,14.908261386920742,42.43120548585134,0.9384484228473998,106.35701199716492,4661
111,det,2014,1.71,1.49,321,1422,5452,4030,1.835625,1.8328125,93.15628192032686,42.343764509239485,50.81251741108738,7.880166934467182,11.16241112392125,31.76993935269894,0.8129582267689685,120.85586382933684,4030
122,gnb,2014,2.63,1.84,486,1917,6178,4261,1.835625,1.8328125,143.27545114061968,65.12520506391803,78.15024607670165,14.418680400544282,16.570207075800916,47.16135860035645,1.003921568627451,99.60860906862746,4261
133,htx,2014,1.69,1.48,372,2161,5513,3352,1.835625,1.8328125,92.06673476336397,41.848515801529075,50.21821896183489,11.70439681089687,10.013593759243888,28.50022839169414,0.8075021312872975,121.54423465185134,3352
155,jax,2014,1.17,1.9,249,1633,4634,3001,1.835625,1.8328125,63.738508682328906,28.97204940105859,34.766459281270315,7.284698387587149,7.145257832357624,20.336503061325544,1.0366581415174765,96.39900081886302,3001
166,kan,2014,1.93,1.56,353,1918,5100,3182,1.835625,1.8328125,105.14130064691862,47.79150029405392,57.349800352864705,12.824229865868995,11.576648326618885,32.948922160376824,0.851150895140665,116.18644562758213,3182
210,mia,2014,1.99,1.99,388,1872,5601,3729,1.835625,1.8328125,108.40994211780728,49.277246417185125,59.13269570062215,11.75138097798377,12.319141827885979,35.0621728947524,1.085763000852515,91.76241528400742,3729
221,min,2014,1.64,1.83,325,1804,5048,3244,1.835625,1.8328125,89.34286687095675,40.61039403225307,48.732472838703686,10.35515474162886,9.978102705239456,28.399215391835373,0.9984654731457802,100.15357060500607,3244
243,nor,2014,2.3,2.3,401,1818,6582,4764,1.835625,1.8328125,125.29792305073202,56.95360138669637,68.34432166403565,11.224303338649921,14.85120476460029,42.26881356078544,1.2549019607843137,77.09865196078431,4764
232,nwe,2014,2.4,1.63,468,1727,5848,4121,1.835625,1.8328125,130.74565883554646,59.42984492524839,71.31581391029808,12.522521137778059,15.286256120855205,43.50703665166481,0.8893435635123614,111.75406415567026,4121
254,nyg,2014,1.93,1.88,380,1603,5875,4272,1.835625,1.8328125,105.14130064691862,47.79150029405392,57.349800352864705,9.304188886689484,12.491858981205556,35.55375248496966,1.0257459505541346,97.4577157701656,4272
265,nyj,2014,1.53,2.03,283,2280,5226,2946,1.835625,1.8328125,83.35035750766087,37.88652613984585,45.463831367815025,11.793763931949409,8.754217533325061,24.915849902540558,1.1075873827791987,89.7637958856706,2946
331,oti,2014,1.25,2.17,254,1447,4859,3412,1.835625,1.8328125,68.09669731018046,30.953044231900208,37.14365307828025,6.57699032775053,7.947332315137729,22.619330435391994,1.1839727195225915,83.03206678884739,3412
276,phi,2014,1.96,1.76,474,1992,6348,4356,1.835625,1.8328125,106.77562138236296,48.53437335561952,58.241248026743435,10.866859336518012,12.317341059458611,35.05704763076681,0.9602728047740836,104.054896693114,4356
287,pit,2014,2.23,2.09,436,1752,6577,4825,1.835625,1.8328125,121.48450800136193,55.22023090970997,66.26427709165196,10.495585748125668,14.499859749316837,41.26883159420946,1.1403239556692242,86.83099121175411,4825
177,rai,2014,1.21,2.12,253,1240,4515,3275,1.835625,1.8328125,65.91760299625469,29.962546816479403,35.95505617977528,5.871443133005715,7.8217393921600875,22.26187365460948,1.1566922421142372,85.39209779994852,3275
199,ram,2014,1.55,1.57,324,1635,5035,3400,1.835625,1.8328125,84.43990466462377,38.38177484755626,46.05812981706751,8.892943608362641,9.662948414263266,27.5022377944416,0.8566069906223359,115.53947530964754,3400
23,rav,2014,2.13,1.67,409,2019,5838,3819,1.835625,1.8328125,116.03677221654749,52.74398737115795,63.29278484538954,13.015096419833304,13.07219899064462,37.20548943491161,0.9111679454390451,109.31622847655073,3819
188,sdg,2014,1.87,1.88,348,1367,5465,4098,1.835625,1.8328125,101.87265917602996,46.305754170922704,55.56690500510725,8.264479617831388,12.298630600691725,35.00379478658414,1.0257459505541346,97.4577157701656,4098
309,sea,2014,2.13,1.39,394,2762,6012,3250,1.835625,1.8328125,116.03677221654749,52.74398737115795,63.29278484538954,17.289397683665328,11.960880662048297,34.042506499675916,0.7583972719522591,128.00864359663166,3250
298,sfo,2014,1.6,1.78,306,2176,5239,3063,1.835625,1.8328125,87.16377255703098,39.619896616832264,47.54387594019872,11.741566262435027,9.30860051621856,26.49370916154513,0.9711849957374254,102.92424740413995,3063
320,tam,2014,1.42,2.1,277,1375,4672,3297,1.835625,1.8328125,77.357848144365,35.162658247438635,42.19518989692636,7.3838653182965945,9.050944390443739,25.760380188186026,1.1457800511508953,86.34939029959808,3297
342,was,2014,1.58,2.13,301,1691,5738,4047,1.835625,1.8328125,86.07422540006809,39.124647909121855,46.94957749094623,8.226890346095644,10.067898657661154,28.654788487189435,1.1621483375959079,84.91635072583841,4047
13,atl,2015,1.84,1.94,339,1606,5985,4379,1.84,1.8415625,100.0,45.45454545454545,54.54545454545455,8.702838176522386,11.919080255922363,33.9235361130098,1.053453249618191,94.7902885500183,4379
35,buf,2015,1.95,1.81,379,2432,5775,3343,1.84,1.8415625,105.97826086956522,48.17193675889328,57.80632411067194,14.474644039861431,11.266236818410732,32.065443252399774,0.9828610215509928,101.72884118764374,3343
46,car,2015,2.4,1.45,500,2282,5871,3589,1.84,1.8415625,130.43478260869566,59.28853754940712,71.14624505928853,16.442827489016196,14.222888568270807,40.480529002001525,0.7873748515187511,124.13341259647623,3589
57,chi,2015,1.88,2.01,335,1854,5514,3660,1.84,1.8415625,102.17391304347825,46.44268774703557,55.73122529644268,11.141983635715006,11.593202831789196,32.99603882893848,1.0914644493466823,91.23678997047683,3660
68,cin,2015,2.26,1.44,419,1805,5728,3923,1.84,1.8415625,122.82608695652172,55.83003952569169,66.99604743083003,12.552907686651919,14.15521633348631,40.2879234106918,0.7819446801289666,124.84590835466281,3923
79,cle,2015,1.46,2.26,278,1529,5311,3782,1.84,1.8415625,79.34782608695652,36.06719367588932,43.280632411067195,7.408763621873411,9.326685885190384,26.5451829040034,1.2272187340912946,79.38159648127598,3782
145,clt,2015,1.54,1.98,333,1438,5142,3704,1.84,1.8415625,83.69565217391305,38.04347826086956,45.652173913043484,7.591179023374244,9.895858671314002,28.165136218355237,1.075173935177329,92.74540677648709,3704
2,crd,2015,2.37,1.66,489,1917,6533,4616,1.84,1.8415625,128.80434782608694,58.54743083003952,70.25691699604742,12.257996687881086,15.079719280123248,42.919201028043084,0.9014084507042253,110.39832746478875,4616
90,dal,2015,1.5,1.89,275,1890,5361,3471,1.84,1.8415625,81.52173913043478,37.055335968379445,44.466403162055336,9.321138369093406,9.137768846170102,26.007495946791828,1.0263023926692685,97.40346502262123,3471
101,den,2015,1.58,1.38,355,1718,5688,3970,1.84,1.8415625,85.8695652173913,39.03162055335968,46.83794466403162,8.411672542107324,9.990830751700317,28.435441370223977,0.7493636517902595,129.2550963959943,3970
112,det,2015,1.93,2.13,358,1335,5547,4212,1.84,1.8415625,104.89130434782608,47.67786561264822,57.21343873517786,8.187326461599275,12.746789191130432,36.27932308244815,1.1566265060240963,85.39784136546186,4212
123,gnb,2015,1.83,1.66,368,1850,5353,3503,1.84,1.8415625,99.45652173913044,45.20750988142292,54.249011857707515,11.147751362502946,11.20632772875319,31.894932766451383,0.9014084507042253,110.39832746478875,3503
134,htx,2015,1.57,1.51,339,1731,5564,3833,1.84,1.8415625,85.32608695652173,38.78458498023715,46.541501976284586,8.609368518958117,9.862354698904882,28.069778758421588,0.819955879857458,119.98109673560393,3833
156,jax,2015,1.85,2.05,376,1473,5581,4108,1.84,1.8415625,100.54347826086956,45.701581027667984,54.84189723320158,8.606452014988744,12.021215756735337,34.214229461477494,1.1131851349058204,89.25690179129435,4108
167,kan,2015,1.99,1.52,405,2044,5299,3255,1.84,1.8415625,108.15217391304347,49.16007905138339,58.99209486166008,13.530123081556082,11.82011266282704,33.64185911727696,0.8253860512472425,119.30841125342732,3255
211,mia,2015,1.52,1.94,310,1496,5307,3811,1.84,1.8415625,82.6086956521739,37.5494071146245,45.059288537549406,7.552448853109997,9.751778317954248,27.755061366485165,1.053453249618191,94.7902885500183,3811
222,min,2015,1.9,1.7,365,2211,5139,2928,1.84,1.8415625,103.26086956521739,46.93675889328063,56.32411067193676,14.408720759135743,10.898001377328265,31.017388535472755,0.9231291362633633,108.0071461280083,2928
244,nor,2015,2.14,2.58,408,1491,6461,4970,1.84,1.8415625,116.30434782608695,52.865612648221344,63.43873517786561,8.704691313386965,14.230851404764447,40.50319245971419,1.4009842185643986,65.63998480821418,4970
233,nwe,2015,2.34,1.54,465,1404,5991,4587,1.84,1.8415625,127.17391304347825,57.80632411067193,69.36758893280631,9.665967811882336,15.522421491440234,44.17919962948374,0.8362463940268114,117.9786705583997,4587
255,nyg,2015,2.03,2.18,420,1609,5952,4343,1.84,1.8415625,110.32608695652172,50.14822134387351,60.17786561264821,9.672769938592168,13.131324875254572,37.37377079880147,1.1837773629730188,83.04880386969768,4343
266,nyj,2015,1.95,1.45,387,1868,5925,4057,1.84,1.8415625,105.97826086956522,48.17193675889328,57.80632411067194,10.83639500810662,12.212181566666983,34.75774753589833,0.7873748515187511,124.13341259647623,4057
332,oti,2015,1.5,2.06,299,1485,4988,3503,1.84,1.8415625,81.52173913043478,37.055335968379445,44.466403162055336,7.871417842304492,9.514696183135221,27.080289136615626,1.118615306295605,88.76735361725858,3503
277,phi,2015,1.62,1.99,377,1743,5830,4087,1.84,1.8415625,88.04347826086956,40.0197628458498,48.023715415019765,8.537005198202902,10.266544656372384,29.220165560444475,1.0806041065671135,92.24020924450865,4087
288,pit,2015,2.1,1.71,423,1724,6327,4603,1.84,1.8415625,114.13043478260869,51.87747035573122,62.25296442687747,10.086033835183443,13.563401953840447,38.60352863785358,0.9285593076531478,107.4188913424888,4603
178,rai,2015,1.79,1.92,359,1457,5336,3879,1.84,1.8415625,97.28260869565217,44.219367588932805,53.06324110671937,8.615063061888563,11.55652629165601,32.89165175317479,1.0425929068386222,95.82771142890222,3879
200,ram,2015,1.29,1.52,280,1956,4761,2805,1.84,1.8415625,70.1086956521739,31.86758893280632,38.241106719367586,9.34161744550501,7.51386721120427,21.385622062658307,0.8253860512472425,119.30841125342732,2805
24,rav,2015,1.62,1.98,328,1478,5749,4271,1.84,1.8415625,88.04347826086956,40.0197628458498,48.023715415019765,7.341061103152053,10.577490121085606,30.10516419078211,1.075173935177329,92.74540677648709,4271
189,sdg,2015,1.78,2.0,320,1358,5949,4591,1.84,1.8415625,96.73913043478261,43.972332015810274,52.766798418972336,7.162052534676359,11.857233929916955,33.74751195437902,1.086034277956898,91.7373486021551,4591
310,sea,2015,2.27,1.43,423,2268,6058,3790,1.84,1.8415625,123.3695652173913,56.07707509881423,67.29249011857706,14.979638659429664,13.601341379378324,38.71151007976907,0.776514508739182,125.56457176583811,3790
299,sfo,2015,1.28,2.04,238,1544,4860,3316,1.84,1.8415625,69.56521739130434,31.620553359683793,37.94466403162055,7.167747457602529,8.001998309244685,22.774918264773333,1.107754963516036,89.74858760851193,3316
321,tam,2015,1.85,2.23,342,2162,6014,3852,1.84,1.8415625,100.54347826086956,45.701581027667984,54.84189723320158,11.722647156634519,11.211005019907434,31.90824505665962,1.2109282199219413,80.74422801735585,3852
343,was,2015,1.95,1.97,388,1566,5661,4095,1.84,1.8415625,105.97826086956522,48.17193675889328,57.80632411067194,9.50812566904362,12.557531594823363,35.740666846804956,1.0697437637875444,93.25297678524207,4095
14,atl,2016,2.9,2.22,540,1928,6653,4725,1.9221875,1.919375,150.8697772719883,68.5771714872674,82.2926057847209,14.179838264244628,17.709319555323834,50.403447965152445,1.1566265060240966,85.39784136546183,4725
36,buf,2016,2.14,2.06,399,2630,5666,3036,1.9221875,1.919375,111.3314908145017,50.605223097500776,60.72626771700093,16.760104607405356,11.43120240849485,32.53496070110072,1.0732660371214588,92.92346998858724,3036
47,car,2016,1.81,1.86,369,1814,5499,3685,1.9221875,1.919375,94.16355064217201,42.801613928260004,51.36193671391201,10.074323932994208,10.734779323038628,30.55283345787917,0.9690654509931619,103.14282960087955,3685
58,chi,2016,1.49,2.18,279,1735,5704,3969,1.9221875,1.919375,77.51585108112502,35.234477764147734,42.28137331697729,7.646980874061933,9.004942035157994,25.629450407757364,1.135786388798437,87.23304294539925,3969
69,cin,2016,1.87,1.81,325,1769,5711,3942,1.9221875,1.919375,97.28499430986832,44.22045195903105,53.06454235083727,9.773296006331476,11.255724049571507,32.03552229493429,0.9430153044610876,105.87064361672462,3942
80,cle,2016,1.44,2.43,264,1712,4976,3264,1.9221875,1.919375,74.91464802471143,34.052112738505194,40.86253528620623,8.3592950433414,8.450842463144857,24.05239777971998,1.2660371214588082,76.19145668426124,3264
146,clt,2016,2.24,2.13,411,1628,5830,4202,1.9221875,1.919375,116.53389692732891,52.96995314878587,63.56394377854304,10.554013306626015,13.782581922698428,39.227348549218604,1.1097362422663626,89.56893906039079,4202
3,crd,2016,2.03,1.76,418,1732,5868,4136,1.9221875,1.919375,105.6088440903918,48.00402004108718,57.60482404930462,10.10968429583588,12.348736335901872,35.146403417566866,0.9169651579290133,108.6794409671857,4136
91,dal,2016,2.45,1.86,421,2396,6027,3631,1.9221875,1.919375,127.458949764266,57.935886256484544,69.52306350778144,16.43370474137631,13.803233279265335,39.2861254871398,0.9690654509931619,103.14282960087955,3631
102,den,2016,1.54,1.47,333,1484,5169,3685,1.9221875,1.919375,80.11705413753862,36.41684278979028,43.700211347748336,7.459880368314682,9.42248605465275,26.8178449247809,0.7658743080429827,126.9911485434291,3685
113,det,2016,2.08,2.21,346,1310,5421,4111,1.9221875,1.919375,108.2100471468054,49.18638506672972,59.023662080075674,8.480842475197958,13.141133097268206,37.401686507609504,1.1514164767176815,85.85394991977203,4111
124,gnb,2016,2.47,2.25,432,1701,5900,4199,1.9221875,1.919375,128.49943098683144,58.40883226674156,70.09059872008987,12.0152560023051,15.099589106624041,42.975753611160734,1.172256593943341,84.03994808061073,4199
135,htx,2016,1.44,1.68,279,1859,5035,3176,1.9221875,1.919375,74.91464802471143,34.052112738505194,40.86253528620623,8.970696841757764,8.291877995556602,23.599960448891867,0.8752849234776945,113.36000977849623,3176
157,jax,2016,1.63,1.95,318,1631,5359,3728,1.9221875,1.919375,84.79921963908308,38.54509983594685,46.25411980313623,8.370310751683876,9.849790353377612,28.034018698074743,1.0159557147508955,98.41695785219882,3728
168,kan,2016,1.9,1.68,389,1748,5488,3740,1.9221875,1.919375,98.84571614371647,44.92987097441658,53.91584516929989,10.210915913987257,11.363281606381285,32.34164764893135,0.8752849234776945,113.36000977849623,3740
212,mia,2016,1.81,1.92,363,1824,5324,3500,1.9221875,1.919375,94.16355064217201,42.801613928260004,51.36193671391201,10.462829189878882,10.633767956248613,30.265339567784512,1.000325626831651,99.96744261675079,3500
223,min,2016,1.67,1.7,327,1205,5041,3836,1.9221875,1.919375,86.88018208421396,39.49099185646089,47.38919022775307,6.735511684928097,10.569956421134492,30.083722121690478,0.8857049820905242,112.16695677782673,3836
245,nor,2016,2.59,2.43,469,1742,6816,5074,1.9221875,1.919375,134.74231832222404,61.24650832828365,73.49580999394038,11.168686644333567,16.20505207089777,46.12207127870904,1.2660371214588082,76.19145668426124,5074
234,nwe,2016,2.41,1.41,441,1872,6180,4308,1.9221875,1.919375,125.3779873191351,56.9899942359705,68.3879930831646,12.31737561067546,14.578360542847177,41.49225692964196,0.7346141322044936,131.33223665218668,4308
256,nyg,2016,1.49,1.41,310,1412,5291,3879,1.9221875,1.919375,77.51585108112502,35.234477764147734,42.28137331697729,6.709141891731408,9.24878017056393,26.323451254681952,0.7346141322044936,131.33223665218668,3879
267,nyj,2016,1.5,2.05,275,1802,5268,3466,1.9221875,1.919375,78.03609169240774,35.47095076927624,42.565140923131494,8.657331603134812,8.816030423199138,25.091778896797543,1.0680560078150438,93.41122399949171,3466
